enginebStandard,enginebEntity,enginebAttribute,relationshipTo,DataType,MS_DataType,Description
AR,salesInvoiceData,lineShipToAddressType,,TEXT,string,"Field to differentiate between multiple addresses. To indicate the type of address. Choose from the predefined enumeration. (examples: StreetAddress PostalAddress, BillingAddress)"
AR,salesInvoiceData,lineShipToBuilding,,TEXT,string,
AR,salesInvoiceData,lineShipToCity,,TEXT,string,
AR,salesInvoiceData,lineShipToCountry,,TEXT,string,Two-letter country code according to ISO 3166-1 alpha 2 standard. Example NL for the Netherlands.
AR,salesInvoiceData,lineShipToDeliveryDate,,DATE,date,Date goods are delivered
AR,salesInvoiceData,lineShipToDeliveryId,,TEXT,string,Identification of the delivery
AR,salesInvoiceData,lineShipToLocationId,,TEXT,string,Location of goods in warehouse
AR,salesInvoiceData,lineShipToNumber,,TEXT,string,
AR,salesInvoiceData,lineShipToPostalCode,,TEXT,string,
AR,salesInvoiceData,lineShipToRegion,,TEXT,string,Country specific code to indicate regions / provinces within the tax authority. Preferably described according to ISO 3166-2. Example: GB-KEN for Kent county in the United Kingdom. 
AR,salesInvoiceData,lineShipToStreetName,,TEXT,string,
AR,salesInvoiceData,lineShipToUCR,,TEXT,string,Unique consignment reference number
AR,salesInvoiceData,lineShipToWarehouseId,,TEXT,string,"Warehouse where goods held - also to identify work-in-progress, or stock-in-transit"
AR,salesInvoiceData,lineSystemEntryDateTime,,DATE,date,"The date the transaction was entered into thesystem. This is sometimes referred to as the creation date. This should be a system-generated date (rather than user-entereddate), when possible. This date does not necessarily correspond with the date of the transaction itself."
AR,salesInvoiceData,lineSystemEntryUser,userListing.userId,TEXT,string,"User_ID (from User_Listing file) for person who created the record."
AR,salesInvoiceData,lineSystemModifiedDateTime,,DATE,date,The date and time the entry was last modified.
AR,salesInvoiceData,lineSystemModifiedUser,userListing.userId,TEXT,string,"User_ID (from User_Listing file) for the lastperson modifying this entry."
AR,salesInvoiceData,lineTaxInformationTaxAmount,,NUMERIC,decimal,In the header's default currency.
AR,salesInvoiceData,lineTaxInformationTaxAmountCurrencyAmount,,NUMERIC,decimal,Amount in foreign currency
AR,salesInvoiceData,lineTaxInformationTaxAmountCurrencyCode,,TEXT,string,Three-letter currency code according to ISO 4217 standard. Example: EUR for the Euros or USD for American Dollars.
AR,salesInvoiceData,lineTaxInformationTaxAmountExchangeRate,,NUMERIC,decimal,The exchange rate used. CurrencyAmount x ExchangeRate = Amount 
AR,salesInvoiceData,lineTaxInformationTaxBase,,TEXT,string,"The base on which the tax is calculated. This can be an amount, or a quantity, eg. Litres."
AR,salesInvoiceData,lineTaxInformationTaxBaseDescription,,TEXT,string,Description of the value in the TaxBase. Eg. Litres for excises on alcoholic bevarages.
AR,salesInvoiceData,lineTaxInformationTaxCode,,TEXT,string,Tax Code for lookup in tables
AR,salesInvoiceData,lineTaxInformationTaxDeclarationPeriod,,TEXT,string,The identification of the declaration/return in which the taxamount is reported to the Revenue body
AR,salesInvoiceData,lineTaxInformationTaxExemptionReason,,TEXT,string,Tax exemption or reduction reason or rationale 
AR,salesInvoiceData,lineTaxInformationTaxPercentage,,NUMERIC,decimal,Tax percentage.
AR,salesInvoiceData,lineTaxPointDate,,DATE,date,Tax Point date where recorded or if not recorded then the Invoice date 
AR,salesInvoiceData,lineToDate,,DATE,date,Enddate of the deliveries
AR,salesInvoiceData,lineUnitPrice,,NUMERIC,decimal,Unit price for the unit/group of units per UOM in the header's default currency
AR,salesInvoiceData,lineUOMToUOMBaseConversionFactor,,NUMERIC,decimal,Conversion factor of the InvoiceUOM to UOM Base. Only needed when InvoiceUOM is reported and is different from the UOM Base.
AR,salesInvoiceData,paymentTerms,,TEXT,string,Payments terms for this invoice
AR,salesInvoiceData,period,,TEXT,string,"Fiscal period in which the Effective_Date occurs.Examples include W1‚ÄìW53 for weekly periods, M1‚ÄìM12 for monthly periods, and Q1‚ÄìQ4 for quarterly periods."
AR,salesInvoiceData,periodYear,,TEXT,string,"Fiscal year in which thePurchase_Order_Date occursâ€”YYYY fordelimited, CCYY-MM-DD fiscal year end(ISO 8601) for extensible business reportinglanguage global ledger taxonomy framework(XBRL GL)."
AR,salesInvoiceData,postingStatus,,TEXT,string,"Status of the transaction's posting to the GL(for example, ""Posted,"" ""Not Posted"")."
AR,salesInvoiceData,receiptNumbers,,TEXT,string,"The number(s) of the receipt(s) on this ""consolidated invoicerecord"". Can be a single number, a range or a list."
AR,salesInvoiceData,salesOrderId,,TEXT,string,"Sales order ID for invoiced items.  Mustmatch Sales_Order_ID in theSales_Orders_YYYYMMDD_YYYYMMDDfile. If no sales order, leave blank."
AR,salesInvoiceData,segment01,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
AR,salesInvoiceData,segment02,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
AR,salesInvoiceData,segment03,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
AR,salesInvoiceData,segment04,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
AR,salesInvoiceData,segment05,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
AR,salesInvoiceData,selfBillingIndicator,,TEXT,string,Indicator showing if a self-billing agreement exists between the customer and the supplier
AR,salesInvoiceData,settlementAmount,,NUMERIC,decimal,In the header's default currency.
AR,salesInvoiceData,settlementCurrencyAmount,,NUMERIC,decimal,Amount in foreign currency
AR,salesInvoiceData,settlementCurrencyCode,,TEXT,string,Three-letter currency code according to ISO 4217 standard. Example: EUR for the Euros or USD for American Dollars.
AR,salesInvoiceData,settlementExchangeRate,,NUMERIC,decimal,The exchange rate used. CurrencyAmount x ExchangeRate = Amount 
AR,salesInvoiceData,settlementPaymentMechanism,,TEXT,string,Payment mechanism 
AR,salesInvoiceData,settlementSettlementDate,,DATE,date,Date settled
AR,salesInvoiceData,settlementSettlementDiscount,,NUMERIC,decimal,Description Settlement / Other Discount
AR,salesInvoiceData,shipFromAdditionalAddressDetail,,TEXT,string,
AR,salesInvoiceData,shipFromAddressType,,TEXT,string,"Field to differentiate between multiple addresses. To indicate the type of address. Choose from the predefined enumeration. (examples: StreetAddress PostalAddress, BillingAddress)"
AR,salesInvoiceData,shipFromBuilding,,TEXT,string,
AR,salesInvoiceData,shipFromCity,,TEXT,string,
AR,salesInvoiceData,shipFromCountry,,TEXT,string,Two-letter country code according to ISO 3166-1 alpha 2 standard. Example NL for the Netherlands.
AR,salesInvoiceData,shipFromDeliveryDate,,DATE,date,Date goods are delivered
AR,salesInvoiceData,shipFromDeliveryId,,TEXT,string,Identification of the delivery
AR,salesInvoiceData,shipFromLocationId,,TEXT,string,Location of goods in warehouse
AR,salesInvoiceData,shipFromNumber,,TEXT,string,
AR,salesInvoiceData,shipFromPostalCode,,TEXT,string,
AR,salesInvoiceData,shipFromRegion,,TEXT,string,Country specific code to indicate regions / provinces within the tax authority. Preferably described according to ISO 3166-2. Example: GB-KEN for Kent county in the United Kingdom. 
AR,salesInvoiceData,shipFromStreetName,,TEXT,string,
AR,salesInvoiceData,shipFromUCR,,TEXT,string,Unique consignment reference number
AR,salesInvoiceData,shipFromWarehouseId,,TEXT,string,"Warehouse where goods held - also to identify work-in-progress, or stock-in-transit"
AR,salesInvoiceData,shipToAdditionalAddressDetail,,TEXT,string,
AR,salesInvoiceData,shipToAddressType,,TEXT,string,"Field to differentiate between multiple addresses. To indicate the type of address. Choose from the predefined enumeration. (examples: StreetAddress PostalAddress, BillingAddress)"
AR,salesInvoiceData,shipToBuilding,,TEXT,string,
AR,salesInvoiceData,shipToCity,,TEXT,string,
AR,salesInvoiceData,shipToCountry,,TEXT,string,Two-letter country code according to ISO 3166-1 alpha 2 standard. Example NL for the Netherlands.
AR,salesInvoiceData,shipToDeliveryDate,,DATE,date,Date goods are delivered
AR,salesInvoiceData,shipToDeliveryId,,TEXT,string,Identification of the delivery
AR,salesInvoiceData,shipToLocationId,,TEXT,string,Location of goods in warehouse
AR,salesInvoiceData,shipToNumber,,TEXT,string,
AR,salesInvoiceData,shipToPostalCode,,TEXT,string,
AR,salesInvoiceData,shipToRegion,,TEXT,string,Country specific code to indicate regions / provinces within the tax authority. Preferably described according to ISO 3166-2. Example: GB-KEN for Kent county in the United Kingdom. 
AR,salesInvoiceData,shipToStreetName,,TEXT,string,
AR,salesInvoiceData,shipToUCR,,TEXT,string,Unique consignment reference number
AR,salesInvoiceData,shipToWarehouseId,,TEXT,string,"Warehouse where goods held - also to identify work-in-progress, or stock-in-transit"
AR,salesInvoiceData,sourceId,sourceListing.sourceId,TEXT,string,"Posting source (code for source from which the journal entry originated, such as sales journal, cash receipts journal, general journal, payroll journal, accountant manual entry, spreadsheet, and so on)."
AR,salesInvoiceData,systemEntryDateTime,,DATE,date,"The date the transaction was entered into thesystem. This is sometimes referred to as the creation date. This should be a system-generated date (rather than user-entereddate), when possible. This date does not necessarily correspond with the date of the transaction itself."
AR,salesInvoiceData,systemEntryUser,userListing.userId,TEXT,string,"User_ID (from User_Listing file) for personwho created the record."
AR,salesInvoiceData,systemId,,TEXT,string,Unique number created by the system for the document
AR,salesInvoiceData,systemModifiedDateTime,,DATE,date,The date and time the entry was last modified.
AR,salesInvoiceData,systemModifiedUser,userListing.userId,TEXT,string,"User_ID (from User_Listing file) for the lastperson modifying this entry."
AR,salesInvoiceData,tax1Local,,TEXT,string,"The amount of Tax1_Type included inthe transaction. Recorded in localcurrency."
AR,salesInvoiceData,tax1Type,,TEXT,string,"Code for Tax1 type (for example, Sales,VAT).This field should agree with theRegulator_Code field in theTax_Table_YYYYMMDD"
AR,salesInvoiceData,tax1TypeDescription,,TEXT,string,"Description of Tax1 type (for example,authority tax is paid to and otherinformation to identify tax)."
AR,salesInvoiceData,tax2Local,,TEXT,string,"The amount of Tax2_Type included inthe transaction. Recorded in localcurrency."
AR,salesInvoiceData,tax2TypeDescription,,TEXT,string,"Description of Tax2 type (for example,authority tax is paid to and otherinformation to identify tax)."
AR,salesInvoiceData,tax3Local,,TEXT,string,"The amount of Tax3_Type included inthe transaction. Recorded in localcurrency."
AR,salesInvoiceData,tax3Type,,TEXT,string,"Code for Tax3 type (for example, Sales,VAT).This field should agree with theRegulator_Code field in theTax_Table_YYYYMMDD"
AR,salesInvoiceData,tax3TypeDescription,,TEXT,string,"Description of Tax3 type (for example,authority tax is paid to and otherinformation to identify tax)."
AR,salesInvoiceData,termsDiscountDays,,TEXT,string,"The number of days from the invoice datethe supplier allows to take advantage ofdiscounted terms. Terms are represented asdigits with no decimal places (for example,nnn)."
AR,salesInvoiceData,termsDiscountPercentage,,NUMERIC,decimal,"The discount percentage the supplier mayprovide if an invoice is paid before a certainnumber of days. In the flat file, terms arerepresented as digits to one decimal place(for example, 10% would be represented as10.0). In extensible business reportinglanguage global ledger taxonomy framework(XBRL GL), the three fieldsTerms_Discount_Percentage,Terms_Discount_Days andTerms_Due_Days would be entered in theform ""xx.x% dd Net dd,"" such as 2% 10 Net30 for 2% discount if paid within 10 days,with the net due in 30 days."
AR,salesInvoiceData,termsDueDays,,TEXT,string,"The number of days allowed to meet theobligation before an invoice becomesoverdue."
AR,salesInvoiceData,transactionId,glDetail.transactionId,TEXT,string,"Cross-reference to GL posting. It can contain many different levels to identify the transaction. It could include cost centres such as company, division, region, group and branch/department"
AR,salesOrderData,approvedBy,userListing.userId,TEXT,string,User ID (from User_Listing file) for person who approved the entry.
AR,salesOrderData,approvedDateTime,,DATE,date,The DateTime the entry was approved.
AR,salesOrderData,batchId,,TEXT,string,Systems generated ID for batch
AR,salesOrderData,billingAddressAdditionalAddressDetail,,TEXT,string,
AR,salesOrderData,billingAddressAddressType,,TEXT,string,"Field to differentiate between multiple addresses. To indicate the type of address. Choose from the predefined enumeration. (examples: StreetAddress PostalAddress, BillingAddress)"
AR,salesOrderData,billingAddressBuilding,,TEXT,string,
AR,salesOrderData,billingAddressCity,,TEXT,string,
AR,salesOrderData,billingAddressCountry,,TEXT,string,Two-letter country code according to ISO 3166-1 alpha 2 standard. Example NL for the Netherlands.
AR,salesOrderData,billingAddressNumber,,TEXT,string,
AR,salesOrderData,billingAddressPostalCode,,TEXT,string,
AR,salesOrderData,billingAddressRegion,,TEXT,string,Country specific code to indicate regions / provinces within the tax authority. Preferably described according to ISO 3166-2. Example: GB-KEN for Kent county in the United Kingdom. 
AR,salesOrderData,billingAddressStreetName,,TEXT,string,
AR,salesOrderData,branchStoreNumber,,TEXT,string,"Branch or Storenumber, additional segregation of customer/supplier, used if not included as part of the customer/supplier id"
AR,salesOrderData,businessUnitCode,businessUnit.businessUnitCode,TEXT,string,"Used to identify the business unit, region, branch, and so on at the level that financial statements are being audited and for which the trial balance is generated. For example, you may use a code aligned with the concept of a reportable segment as defined in FASB Accounting Standards Codification (ASC) 280, Segment Reporting."
AR,salesOrderData,customerId,customerMasterData.customerId,TEXT,string,"Unique code for the customer "
AR,salesOrderData,customerInfoName,,TEXT,string,Name of the customer
AR,salesOrderData,glPostingDate,,DATE,date,Date posting to GL
AR,salesOrderData,lastModifiedBy,userListing.userId,TEXT,string,User_ID (from User_Listing file) for the last person modifying this entry.
AR,salesOrderData,lastModifiedDate,,DATE,date,The date the entry was last modified before posting.
AR,salesOrderData,lineAccountId,,TEXT,string,"General Ledger Account code of the GL-revenue-account. Can be including sub-account id. It can contain many different levels to identify the Account. It could include cost centres such as company, division, region, group and branch/department."
AR,salesOrderData,lineAnalysisAmount,,NUMERIC,decimal,"Transaction monetary amount recorded in the functional or group currency. No multicurrency translation should need tobe performed on this amount because all transactions should be recorded in a single currency."
AR,salesOrderData,lineAnalysisId,,TEXT,string,Value of the analysisID: f.i. which cost center applies
AR,salesOrderData,lineAnalysisType,,TEXT,string,"Analysis code identifier: cost center, cost unit, cost type, project, etc. Refers to the MasterFile AnalysisTypeTable"
AR,salesOrderData,lineApprovedBy,userListing.userId,TEXT,string,"User ID (from User_Listing file) for person who approved the entry."
AR,salesOrderData,lineApprovedDateTime,,DATE,date,The date and time the entry was approved.
AR,salesOrderData,lineCreditNoteReason,,TEXT,string,Credit note reason or rationale 
AR,salesOrderData,lineCreditNoteReference,,TEXT,string,Credit note reference (where applicable) to original invoice 
AR,salesOrderData,lineDebitCreditIndicator,,TEXT,string,Indicates whether the amounts on line-level are debit or credit amounts. Entry must correspond to entry reflected in General Ledger Entry. Signing of line amounts is relative to this indicator. E.g. a return can lead to a negative amount
AR,salesOrderData,lineDeliveryDate,,DATE,date,The date of the delivery
AR,salesOrderData,lineDescription,,TEXT,string,Description of Invoice Line.
AR,salesOrderData,lineFromDate,,DATE,date,Startdate of the deliveries
AR,salesOrderData,lineGoodsServicesId,,TEXT,string,Indicator showing if goods or service
AR,salesOrderData,lineLineNumber,,TEXT,string,Line item number of the invoice.
AR,salesOrderData,lineMovementReference,,TEXT,string,Unique reference to the movement.
AR,salesOrderData,lineOrderLineAmount,,NUMERIC,decimal,
AR,salesOrderData,lineOrderLineAmountCurrencyAmount,,NUMERIC,decimal,"Transaction monetary amount in local currency."
AR,salesOrderData,lineOrderLineAmountCurrencyCode,,TEXT,string,"The currency for local reportingrequirements. See ISO 4217 coding."
AR,salesOrderData,lineOrderLineAmountExchangeRate,,NUMERIC,decimal,
AR,salesOrderData,lineOrderUOM,,TEXT,string,Purchase order line base unit of measure.
AR,salesOrderData,linePiDate,,DATE,date,
AR,salesOrderData,lineProductCode,,TEXT,string,"Unique identifier for each purchased product. This ID may need to be created by concatenating fields (for example, business unit, product number, year, and so on) to uniquely identify each product."
AR,salesOrderData,lineProductDescription,,TEXT,string,"Product (plain English) description to indicate the name or other identifying characteristics of the product."
AR,salesOrderData,lineProductGroup01,,TEXT,string,"Product descriptor #1, for example, tires or accessories."
AR,salesOrderData,lineProductGroup02,,TEXT,string,"Product descriptor #2, for example, brand."
AR,salesOrderData,lineProductId,,TEXT,string,"Unique identifier for each sales product. This ID may need to be created by concatenating fields (for example, business unit, product number, year, and so on) to uniquely identify each product."
AR,salesOrderData,lineQuantity,,TEXT,string,Quantity of goods and services supplied.
AR,salesOrderData,lineShipFromAdditionalAddressDetail,,TEXT,string,
AR,salesOrderData,lineShipFromAddressType,,TEXT,string,"Field to differentiate between multiple addresses. To indicate the type of address. Choose from the predefined enumeration. (examples: StreetAddress PostalAddress, BillingAddress)"
AR,salesOrderData,lineShipFromBuilding,,TEXT,string,
AR,salesOrderData,lineShipFromCity,,TEXT,string,
AR,salesOrderData,lineShipFromCountry,,TEXT,string,Two-letter country code according to ISO 3166-1 alpha 2 standard. Example NL for the Netherlands.
AR,salesOrderData,lineShipFromDeliveryDate,,DATE,date,Date goods are delivered
AR,salesOrderData,lineShipFromDeliveryId,,TEXT,string,Identification of the delivery
AR,salesOrderData,lineShipFromLocationId,,TEXT,string,"Warehouse where goods held - also to identify work-in-progress, or stock-in-transit"
AR,salesOrderData,lineShipFromNumber,,TEXT,string,
AR,salesOrderData,lineShipFromPostalCode,,TEXT,string,
AR,salesOrderData,lineShipFromRegion,,TEXT,string,Country specific code to indicate regions / provinces within the tax authority. Preferably described according to ISO 3166-2. Example: GB-KEN for Kent county in the United Kingdom. 
AR,salesOrderData,lineShipFromStreetName,,TEXT,string,Unique consignment reference number
AR,salesOrderData,lineShipFromUCR,,TEXT,string,Location of goods in warehouse
AR,salesOrderData,lineShipFromWarehouseId,,TEXT,string,"Warehouse where goods held - also to identify work-in-progress, or stock-in-transit"
AR,salesOrderData,lineShippingCostsAmount,,NUMERIC,decimal,In the header's default currency.
AR,salesOrderData,lineShippingCostsAmountCurrencyAmount,,NUMERIC,decimal,Amount in foreign currency
AR,salesOrderData,lineShippingCostsAmountCurrencyCode,,TEXT,string,Three-letter currency code according to ISO 4217 standard. Example: EUR for the Euros or USD for American Dollars.
AR,salesOrderData,lineShippingCostsAmountExchangeRate,,NUMERIC,decimal,The exchange rate used. CurrencyAmount x ExchangeRate = Amount 
AR,salesOrderData,lineShipToAdditionalAddressDetail,,TEXT,string,
AR,salesOrderData,lineShipToAddressType,,TEXT,string,"Field to differentiate between multiple addresses. To indicate the type of address. Choose from the predefined enumeration. (examples: StreetAddress PostalAddress, BillingAddress)"
AR,salesOrderData,lineShipToBuilding,,TEXT,string,
AR,salesOrderData,lineShipToCity,,TEXT,string,
AR,salesOrderData,lineShipToCountry,,TEXT,string,Two-letter country code according to ISO 3166-1 alpha 2 standard. Example NL for the Netherlands.
AR,salesOrderData,lineShipToDeliveryDate,,DATE,date,Date goods are delivered
AR,salesOrderData,lineShipToDeliveryId,,TEXT,string,Identification of the delivery
AR,salesOrderData,lineShipToLocationId,,TEXT,string,Location of goods in warehouse
AR,salesOrderData,lineShipToNumber,,TEXT,string,
AR,salesOrderData,lineShipToPostalCode,,TEXT,string,
AR,salesOrderData,lineShipToRegion,,TEXT,string,Country specific code to indicate regions / provinces within the tax authority. Preferably described according to ISO 3166-2. Example: GB-KEN for Kent county in the United Kingdom. 
AR,salesOrderData,lineShipToStreetName,,TEXT,string,
AR,salesOrderData,lineShipToUCR,,TEXT,string,Unique consignment reference number
AR,salesOrderData,lineShipToWarehouseId,,TEXT,string,"Warehouse where goods held - also to identify work-in-progress, or stock-in-transit"
AR,salesOrderData,lineSubsequentPi,,TEXT,string,
AR,salesOrderData,lineSystemEntryDateTime,,DATE,date,"The date the transaction was entered into thesystem. This is sometimes referred to as the creation date. This should be a system-generated date (rather than user-entereddate), when possible. This date does not necessarily correspond with the date of the transaction itself."
AR,salesOrderData,lineSystemEntryUser,userListing.userId,TEXT,string,"User_ID (from User_Listing file) for person who created the record."
AR,salesOrderData,lineTaxInformationTaxAmount,,NUMERIC,decimal,In the header's default currency.
AR,salesOrderData,lineTaxInformationTaxBase,,TEXT,string,"The base on which the tax is calculated. This can be an amount, or a quantity, eg. Litres."
AR,salesOrderData,lineTaxInformationTaxBaseDescription,,TEXT,string,Description of the value in the TaxBase. Eg. Litres for excises on alcoholic bevarages.
AR,salesOrderData,lineTaxInformationTaxCode,,TEXT,string,Tax Code for lookup in tables
AR,salesOrderData,lineTaxInformationTaxDeclarationPeriod,,TEXT,string,The identification of the declaration/return in which the taxamount is reported to the Revenue body
AR,salesOrderData,lineTaxInformationTaxExemptionReason,,TEXT,string,Tax exemption or reduction reason or rationale 
AR,salesOrderData,lineTaxInformationTaxPercentage,,NUMERIC,decimal,Tax percentage.
AR,salesOrderData,lineTaxInformationTaxType,,TEXT,string,Tax type for look-up in tables
AR,salesOrderData,lineTaxPointDate,,DATE,date,Tax Point date where recorded or if not recorded then the Invoice date 
AR,salesOrderData,lineToDate,,DATE,date,Enddate of the deliveries
AR,salesOrderData,lineUnitPrice,,NUMERIC,decimal,Unit price for the unit/group of units per UOM in the header's default currency
AR,salesOrderData,lineUOMToUOMBaseConversionFactor,,NUMERIC,decimal,Conversion factor of the InvoiceUOM to UOM Base. Only needed when InvoiceUOM is reported and is different from the UOM Base.
AR,salesOrderData,orderDate,,DATE,date,"The date of the purchase order, regardless of the date the order is entered."
AR,salesOrderData,orderDocumentReference,,TEXT,string,"Identification number or code on the purchase order. The date of the purchase order, regardless of the date the order is entered."
AR,salesOrderData,orderNo,,TEXT,string,"Unique identifier for each purchase order. This ID may need to be created by concatenating fields (for example, document number, document type, and year) to uniquely identify each purchase order."
AR,salesOrderData,orderType,,TEXT,string,
AR,salesOrderData,paymentTerms,,TEXT,string,Payments terms for this invoice
AR,salesOrderData,period,,TEXT,string,"Fiscal period in which the Effective_Date occurs.Examples include W1‚ÄìW53 for weekly periods, M1‚ÄìM12 for monthly periods, and Q1‚ÄìQ4 for quarterly periods."
AR,salesOrderData,periodYear,,TEXT,string,"Fiscal year in which thePurchase_Order_Date occursâ€”YYYY fordelimited, CCYY-MM-DD fiscal year end(ISO 8601) for extensible business reportinglanguage global ledger taxonomy framework(XBRL GL)."
AR,salesOrderData,postingStatus,,TEXT,string,"Status of the transaction's posting to the GL(for example, ""Posted,"" ""Not Posted"")."
AR,salesOrderData,receiptNumbers,,TEXT,string,"The number(s) of the receipt(s) on this ""consolidated invoicerecord"". Can be a single number, a range or a list."
AR,salesOrderData,salesOrderAmountLocal,,NUMERIC,decimal,Sales monetary amount recorded in the local currency.
AR,salesOrderData,salesOrderId,,TEXT,string,"Sales order ID for invoiced items.  Mustmatch Sales_Order_ID in theSales_Orders_YYYYMMDD_YYYYMMDDfile. If no sales order, leave blank."
AR,salesOrderData,salesOrderLocalCurrency,,TEXT,string,The currency for local reporting requirements. See ISO 4217 coding.
AR,salesOrderData,segment01,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
AR,salesOrderData,segment02,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
AR,salesOrderData,segment03,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
AR,salesOrderData,segment04,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
AR,salesOrderData,segment05,segmentListing.segment0XValue,TEXT,string,"Reserved segment field that can be used for profit center, division, fund, program,branch, project, and so on."
AR,salesOrderData,selfBillingIndicator,,TEXT,string,Indicator showing if a self-billing agreement exists between the customer and the supplier
AR,salesOrderData,settlementAmount,,NUMERIC,decimal,In the header's default currency.
AR,salesOrderData,settlementCurrencyAmount,,NUMERIC,decimal,Amount in foreign currency
AR,salesOrderData,settlementCurrencyCode,,TEXT,string,Three-letter currency code according to ISO 4217 standard. Example: EUR for the Euros or USD for American Dollars.
AR,salesOrderData,settlementExchangeRate,,NUMERIC,decimal,The exchange rate used. CurrencyAmount x ExchangeRate = Amount 
AR,salesOrderData,settlementPaymentMechanism,,TEXT,string,Payment mechanism 
AR,salesOrderData,settlementSettlementDate,,DATE,date,Date settled
AR,salesOrderData,settlementSettlementDiscount,,NUMERIC,decimal,Description Settlement / Other Discount
AR,salesOrderData,shipFromAdditionalAddressDetail,,TEXT,string,
AR,salesOrderData,shipFromAddressType,,TEXT,string,"Field to differentiate between multiple addresses. To indicate the type of address. Choose from the predefined enumeration. (examples: StreetAddress PostalAddress, BillingAddress)"
AR,salesOrderData,shipFromBuilding,,TEXT,string,
AR,salesOrderData,shipFromCity,,TEXT,string,
AR,salesOrderData,shipFromCountry,,TEXT,string,Two-letter country code according to ISO 3166-1 alpha 2 standard. Example NL for the Netherlands.
AR,salesOrderData,shipFromDeliveryDate,,DATE,date,Date goods are delivered
AR,salesOrderData,shipFromDeliveryId,,TEXT,string,Identification of the delivery
AR,salesOrderData,shipFromLocationId,,TEXT,string,Location of goods in warehouse
AR,salesOrderData,shipFromNumber,,TEXT,string,
AR,salesOrderData,shipFromPostalCode,,TEXT,string,
AR,salesOrderData,shipFromRegion,,TEXT,string,Country specific code to indicate regions / provinces within the tax authority. Preferably described according to ISO 3166-2. Example: GB-KEN for Kent county in the United Kingdom. 
AR,salesOrderData,shipFromStreetName,,TEXT,string,
AR,salesOrderData,shipFromUCR,,TEXT,string,Unique consignment reference number
AR,salesOrderData,shipFromWarehouseId,,TEXT,string,"Warehouse where goods held - also to identify work-in-progress, or stock-in-transit"
AR,salesOrderData,shipToAdditionalAddressDetail,,TEXT,string,
AR,salesOrderData,shipToAddressType,,TEXT,string,"Field to differentiate between multiple addresses. To indicate the type of address. Choose from the predefined enumeration. (examples: StreetAddress PostalAddress, BillingAddress)"
AR,salesOrderData,shipToBuilding,,TEXT,string,
AR,salesOrderData,shipToCity,,TEXT,string,
AR,salesOrderData,shipToCountry,,TEXT,string,Two-letter country code according to ISO 3166-1 alpha 2 standard. Example NL for the Netherlands.
AR,salesOrderData,shipToDeliveryDate,,DATE,date,Date goods are delivered
AR,salesOrderData,shipToDeliveryId,,TEXT,string,Identification of the delivery
AR,salesOrderData,shipToLocationId,,TEXT,string,Location of goods in warehouse
AR,salesOrderData,shipToNumber,,TEXT,string,
AR,salesOrderData,shipToPostalCode,,TEXT,string,
AR,salesOrderData,shipToRegion,,TEXT,string,Country specific code to indicate regions / provinces within the tax authority. Preferably described according to ISO 3166-2. Example: GB-KEN for Kent county in the United Kingdom. 
AR,salesOrderData,shipToStreetName,,TEXT,string,
AR,salesOrderData,shipToUCR,,TEXT,string,Unique consignment reference number
AR,salesOrderData,shipToWarehouseId,,TEXT,string,"Warehouse where goods held - also to identify work-in-progress, or stock-in-transit"
AR,salesOrderData,sourceId,sourceListing.sourceId,TEXT,string,"Posting source (code for source from which the journal entry originated, such as sales journal, cash receipts journal, general journal, payroll journal, accountant manual entry, spreadsheet, and so on)."
AR,salesOrderData,supplierId,supplierMasterData.supplierId,TEXT,string,"Identifier of the supplier to whom payment isdue or from whom unused credits have beenapplied. Must match theSupplier_Account_ID in theSupplier_Listing_YYYYMMDD file."
AR,salesOrderData,systemEntryDateTime,,DATE,date,"The date the transaction was entered into thesystem. This is sometimes referred to as the creation date. This should be a system-generated date (rather than user-entereddate), when possible. This date does not necessarily correspond with the date of the transaction itself."
AR,salesOrderData,systemEntryUser,userListing.userId,TEXT,string,"User_ID (from User_Listing file) for personwho created the record."
AR,salesOrderData,systemId,,TEXT,string,Unique number created by the system for the document
AR,salesOrderData,transactionId,,TEXT,string,"Cross-reference to GL posting. It can contain many different levels to identify the transaction. It could include cost centres such as company, division, region, group and branch/department"
GL,segmentListing,segment0XDescription,,TEXT,string,Segment description to indicate the name or
GL,segmentListing,segment0XValue,,TEXT,string,Value of Segment0X (X may equal 1 to 5).
GL,sourceListing,businessProcessMajor,,TEXT,string,"The major class of transaction associatedwith a business process (for example,sales)."
